Дата первого подключения (факт);Клиент / устройство;Контакт;IP в VPN;Приватный ключ клиента;Публичный ключ клиента;Peer на сервере;Заметки
;;;;;;;Шаблон: заполняйте локально;не коммитьте строки с реальными ключами
